0,1
1,0
1,1
0,0
0,2
1,2
0,3
1,3
2,1
2,2
0.5,0.5
0.5,1.5
0.5,2.5
1.5,1.5
1,0.353553391
0.5,1
0,0.5
0.646446609,0
0,1.646446609
1,1.5
0.5,2
0,2.646446609
1,2.5
0.353553391,3
1.646446609,1
2,1.353553391
1.5,2
0.75,0.25
0.176776695,0.823223305
0.823223305,1.176776695
0.25,1.75
1.176776695,1.823223305
0.823223305,2.176776695
0.25,2.75
1.75,1.25
0.25,1
0,0.75
0.75,1
1,1.25
1,1.75
1.25,2
0.75,2
1,2.25
1.75,2
2,1.676776695
1,2.75
0.676776695,3
0,0.25
0.323223305,0
0,2.323223305
0,1.323223305
1,0.676776695
1.323223305,1
0.176776695,2
0.125,1.875
0,1.823223305
0.338388348,2.25
1.625,1.75
0.625,1.75
0.625,0.75
0.375,1.25
1.291217038,1.292565924
0.75,2.625
0.291217038,0.292565924
0.213048533,2.485655342
0.770833333,0.520833333
1.770833333,1.520833333
0.229166667,1.479166667
0.521902516,2.775110066
0.338388348,0.661611652
1.338388348,1.661611652
0.661611652,1.338388348
0.661611652,2.338388348
1.625,1.375
0.625,0.375
1.496206481,1.179520899
0.496206481,0.179520899
0.8125,1.625
0.830131383,0.803684308
0.161611652,0
1.161611652,1
1.830131383,1.803684308
0.803684308,2.830131383
0,1.161611652
0.192391152,1.185054424
0.81875,1.81875
0.817391152,2.447282305
0.375,0.851912621
0.851912621,1.375
1.375,1.851912621
1.148087379,1.625
0.552717695,1.182608848
0.4375,1.8125
0.212482415,0.490167334
0.52717856,2.19480614
1.274218036,1.482276306
0,2.161611652
1.130625093,1.373792869
0.125,2.875
0.176776695,3
0,2.823223305
0.875,0.125
1,0.176776695
0.823223305,0
0.375,1.625
1.875,1.125
2,1.176776695
1.823223305,1
0.375,2.625
0.176632145,2.177330097
0.675639044,1.514027391
0.144430606,0.651313673
0,1.484834957
2,1.515165043
1.484834957,1
0.338388348,2
1,0.838388348
0.484834957,0
1,0.515165043
0.838388348,3
0.515165043,3
0,2.484834957
2,1.838388348
0.134869345,0.344755594
0.154893742,0.172893882
0.465150512,0.340150512
1.465150512,1.340150512
1.242417479,1.139193646
0.205120998,2.330278467
0.468144732,2.343356077
0.580805826,2.419194174
0.472872678,0.734410769
0.507133107,1.330423287
0.37073404,1.409624151
1.472872678,1.734410769
1,1.125
0.911611652,1.088388348
0.875,1
0.742417479,2.257582521
0.157019738,1.338832541
0.625,2
0.299668475,0.145456818
0.347262287,0.429383928
0.333410676,2.401623631
1.849185544,1.652048483
0.849185544,0.652048483
